Customer_ID,Customer_Name,Region_ID
CUST-01824,Customer 1824,10
CUST-01825,Customer 1825,14
CUST-01826,Customer 1826,12
CUST-01827,Customer 1827,19
,Customer 1828,17
CUST-01829,Customer 1829,5
CUST-01830,Customer 1830,2
CUST-01831,Customer 1831,18
CUST-01832,Customer 1832,1
CUST-01833,Customer 1833,12
CUST-01834,Customer 1834,10
CUST-01835,Customer 1835,8
CUST-01836,Customer 1836,19
CUST-01837,Customer 1837,11
CUST-01838,Customer 1838,13
CUST-01839,Customer 1839,18
CUST-01840,Customer 1840,6
CUST-01841,Customer 1841,7
CUST-01842,Customer 1842,12
CUST-01843,Customer 1843,5
CUST-01844,Customer 1844,5
CUST-01845,Customer 1845,3
CUST-01846,Customer 1846,5
CUST-01847,Customer 1847,16
CUST-01848,Customer 1848,5
CUST-01849,Customer 1849,14
CUST-01850,Customer 1850,20
CUST-01851,Customer 1851,20
CUST-01852,Customer 1852,17
CUST-01853,Customer 1853,15
CUST-01854,Customer 1854,8
CUST-01855,Customer 1855,20
,Customer 1856,16
CUST-01857,Customer 1857,8
CUST-01858,Customer 1858,9
CUST-01859,Customer 1859,18
CUST-01860,Customer 1860,2
CUST-01861,Customer 1861,19
CUST-01862,Customer 1862,12
CUST-01863,Customer 1863,16
CUST-01864,Customer 1864,3
CUST-01865,Customer 1865,17
CUST-01866,Customer 1866,9
CUST-01867,Customer 1867,3
CUST-01868,Customer 1868,20
CUST-01869,Customer 1869,16
CUST-01870,Customer 1870,3
CUST-01871,Customer 1871,18
CUST-01872,Customer 1872,10
CUST-01873,Customer 1873,11
CUST-01874,Customer 1874,1
CUST-01875,Customer 1875,17
CUST-01876,Customer 1876,19
CUST-01877,Customer 1877,14
CUST-01878,Customer 1878,10
CUST-01879,Customer 1879,2
CUST-01880,Customer 1880,20
CUST-01881,Customer 1881,19
CUST-01882,Customer 1882,16
CUST-01883,Customer 1883,19
CUST-01884,Customer 1884,10
CUST-01885,Customer 1885,20
CUST-01886,Customer 1886,16
CUST-01887,Customer 1887,17
CUST-01888,Customer 1888,9
CUST-01889,Customer 1889,20
CUST-01890,Customer 1890,9
,Customer 1891,4
CUST-01892,Customer 1892,19
CUST-01893,Customer 1893,15
CUST-01894,Customer 1894,6
CUST-01895,Customer 1895,8
CUST-01896,Customer 1896,17
CUST-01897,Customer 1897,11
CUST-01898,Customer 1898,5
CUST-01899,Customer 1899,5
CUST-01900,Customer 1900,14
CUST-01901,Customer 1901,8
CUST-01902,Customer 1902,6
CUST-01903,Customer 1903,12
CUST-01904,Customer 1904,9
CUST-01905,Customer 1905,4
CUST-01906,Customer 1906,15
CUST-01907,Customer 1907,10
CUST-01908,Customer 1908,18
CUST-01909,Customer 1909,13
CUST-01910,Customer 1910,5
CUST-01911,Customer 1911,14
,Customer 1912,15
CUST-01913,Customer 1913,11
CUST-01914,Customer 1914,2
CUST-01915,Customer 1915,18
CUST-01916,Customer 1916,14
CUST-01917,Customer 1917,9
CUST-01918,Customer 1918,9
CUST-01919,Customer 1919,9
CUST-01920,Customer 1920,13
CUST-01921,Customer 1921,8
CUST-01922,Customer 1922,19
CUST-01923,Customer 1923,17
CUST-01924,Customer 1924,6
CUST-01925,Customer 1925,1
CUST-01926,Customer 1926,3
,Customer 1927,4
CUST-01928,Customer 1928,15
CUST-01929,Customer 1929,10
CUST-01930,Customer 1930,2
CUST-01931,Customer 1931,3
CUST-01932,Customer 1932,20
CUST-01933,Customer 1933,7
CUST-01934,Customer 1934,4
CUST-01935,Customer 1935,4
CUST-01936,Customer 1936,20
CUST-01937,Customer 1937,19
CUST-01938,Customer 1938,6
CUST-01939,Customer 1939,6
CUST-01940,Customer 1940,15
CUST-01941,Customer 1941,3
CUST-01942,Customer 1942,9
CUST-01943,Customer 1943,11
CUST-01944,Customer 1944,3
CUST-01945,Customer 1945,2
CUST-01946,Customer 1946,11
CUST-01947,Customer 1947,9
CUST-01948,Customer 1948,9
CUST-01949,Customer 1949,3
CUST-01950,Customer 1950,7
CUST-01951,Customer 1951,6
CUST-01952,Customer 1952,4
CUST-01953,Customer 1953,14
CUST-01954,Customer 1954,4
CUST-01955,Customer 1955,9
CUST-01956,Customer 1956,3
CUST-01957,Customer 1957,9
CUST-01958,Customer 1958,1
CUST-01959,Customer 1959,5
CUST-01960,Customer 1960,1
CUST-01961,Customer 1961,13
CUST-01962,Customer 1962,11
CUST-01963,Customer 1963,19
,Customer 1964,16
CUST-01965,Customer 1965,13
CUST-01966,Customer 1966,3
CUST-01967,Customer 1967,1
CUST-01968,Customer 1968,16
CUST-01969,Customer 1969,18
CUST-01970,Customer 1970,12
CUST-01971,Customer 1971,10
CUST-01972,Customer 1972,3
CUST-01973,Customer 1973,11
CUST-01974,Customer 1974,15
CUST-01975,Customer 1975,10
CUST-01976,Customer 1976,6
CUST-01977,Customer 1977,13
CUST-01978,Customer 1978,10
CUST-01979,Customer 1979,4
CUST-01980,Customer 1980,12
CUST-01981,Customer 1981,15
CUST-01982,Customer 1982,5
CUST-01983,Customer 1983,1
CUST-01984,Customer 1984,19
CUST-01985,Customer 1985,13
CUST-01986,Customer 1986,18
CUST-01987,Customer 1987,16
CUST-01988,Customer 1988,15
CUST-01989,Customer 1989,1
CUST-01990,Customer 1990,2
CUST-01991,Customer 1991,2
CUST-01992,Customer 1992,7
CUST-01993,Customer 1993,17
CUST-01994,Customer 1994,18
CUST-01995,Customer 1995,19
CUST-01996,Customer 1996,3
CUST-01997,Customer 1997,5
CUST-01998,Customer 1998,1
CUST-01999,Customer 1999,20
CUST-02000,Customer 2000,5
,Customer 2001,2
CUST-02002,Customer 2002,4
CUST-02003,Customer 2003,6
CUST-02004,Customer 2004,3
CUST-02005,Customer 2005,4
CUST-02006,Customer 2006,20
CUST-02007,Customer 2007,8
CUST-02008,Customer 2008,7
CUST-02009,Customer 2009,13
CUST-02010,Customer 2010,19
CUST-02011,Customer 2011,11
CUST-02012,Customer 2012,7
CUST-02013,Customer 2013,19
CUST-02014,Customer 2014,3
CUST-02015,Customer 2015,5
CUST-02016,Customer 2016,6
CUST-02017,Customer 2017,18
CUST-02018,Customer 2018,8
CUST-02019,Customer 2019,2
CUST-02020,Customer 2020,20
CUST-02021,Customer 2021,6
,Customer 2022,16
CUST-02023,Customer 2023,1
CUST-02024,Customer 2024,3
CUST-02025,Customer 2025,19
CUST-02026,Customer 2026,14
CUST-02027,Customer 2027,16
CUST-02028,Customer 2028,7
CUST-02029,Customer 2029,9
CUST-02030,Customer 2030,14
CUST-02031,Customer 2031,6
CUST-02032,Customer 2032,2
CUST-02033,Customer 2033,16
CUST-02034,Customer 2034,3
CUST-02035,Customer 2035,10
CUST-02036,Customer 2036,1
CUST-02037,Customer 2037,7
CUST-02038,Customer 2038,17
CUST-02039,Customer 2039,20
CUST-02040,Customer 2040,18
CUST-02041,Customer 2041,15
CUST-02042,Customer 2042,7
CUST-02043,Customer 2043,7
CUST-02044,Customer 2044,5
CUST-02045,Customer 2045,16
CUST-02046,Customer 2046,6
CUST-02047,Customer 2047,2
CUST-02048,Customer 2048,12
CUST-02049,Customer 2049,14
CUST-02050,Customer 2050,20
CUST-02051,Customer 2051,15
CUST-02052,Customer 2052,2
CUST-02053,Customer 2053,6
CUST-02054,Customer 2054,1
CUST-02055,Customer 2055,4
CUST-02056,Customer 2056,8
CUST-02057,Customer 2057,19
CUST-02058,Customer 2058,14
CUST-02059,Customer 2059,11
CUST-02060,Customer 2060,4
CUST-02061,Customer 2061,4
CUST-02062,Customer 2062,14
CUST-02063,Customer 2063,13
CUST-02064,Customer 2064,3
CUST-02065,Customer 2065,16
CUST-02066,Customer 2066,14
CUST-02067,Customer 2067,20
CUST-02068,Customer 2068,13
CUST-02069,Customer 2069,15
CUST-02070,Customer 2070,12
CUST-02071,Customer 2071,7
CUST-02072,Customer 2072,2
CUST-02073,Customer 2073,2
CUST-02074,Customer 2074,4
CUST-02075,Customer 2075,15
CUST-02076,Customer 2076,11
CUST-02077,Customer 2077,10
CUST-02078,Customer 2078,20
CUST-02079,Customer 2079,19
CUST-02080,Customer 2080,8
CUST-02081,Customer 2081,17
CUST-02082,Customer 2082,7
CUST-02083,Customer 2083,15
CUST-02084,Customer 2084,14
CUST-02085,Customer 2085,8
CUST-02086,Customer 2086,14
CUST-02087,Customer 2087,19
CUST-02088,Customer 2088,19
CUST-02089,Customer 2089,14
CUST-02090,Customer 2090,2
CUST-02091,Customer 2091,17
CUST-02092,Customer 2092,17
CUST-02093,Customer 2093,4
CUST-02094,Customer 2094,8
CUST-02095,Customer 2095,1
CUST-02096,Customer 2096,14
CUST-02097,Customer 2097,5
CUST-02098,Customer 2098,8
CUST-02099,Customer 2099,3
,Customer 2100,10
CUST-02101,Customer 2101,15
CUST-02102,Customer 2102,19
CUST-02103,Customer 2103,15
CUST-02104,Customer 2104,5
CUST-02105,Customer 2105,13
CUST-02106,Customer 2106,12
CUST-02107,Customer 2107,1
CUST-02108,Customer 2108,3
CUST-02109,Customer 2109,11
CUST-02110,Customer 2110,10
CUST-02111,Customer 2111,9
CUST-02112,Customer 2112,20
CUST-02113,Customer 2113,7
CUST-02114,Customer 2114,3
CUST-02115,Customer 2115,11
CUST-02116,Customer 2116,2
CUST-02117,Customer 2117,12
CUST-02118,Customer 2118,4
CUST-02119,Customer 2119,15
CUST-02120,Customer 2120,12
CUST-02121,Customer 2121,18
CUST-02122,Customer 2122,18
CUST-02123,Customer 2123,7
CUST-02124,Customer 2124,11
CUST-02125,Customer 2125,4
CUST-02126,Customer 2126,19
CUST-02127,Customer 2127,7
CUST-02128,Customer 2128,8
CUST-02129,Customer 2129,9
CUST-02130,Customer 2130,14
CUST-02131,Customer 2131,3
CUST-02132,Customer 2132,15
CUST-02133,Customer 2133,17
CUST-02134,Customer 2134,16
CUST-02135,Customer 2135,18
CUST-02136,Customer 2136,15
CUST-02137,Customer 2137,3
CUST-02138,Customer 2138,15
CUST-02139,Customer 2139,13
CUST-02140,Customer 2140,10
CUST-02141,Customer 2141,3
CUST-02142,Customer 2142,9
CUST-02143,Customer 2143,5
CUST-02144,Customer 2144,7
CUST-02145,Customer 2145,1
CUST-02146,Customer 2146,18
CUST-02147,Customer 2147,16
CUST-02148,Customer 2148,15
CUST-02149,Customer 2149,1
CUST-02150,Customer 2150,3
CUST-02151,Customer 2151,8
CUST-02152,Customer 2152,17
CUST-02153,Customer 2153,14
CUST-02154,Customer 2154,11
CUST-02155,Customer 2155,17
CUST-02156,Customer 2156,15
CUST-02157,Customer 2157,19
CUST-02158,Customer 2158,10
CUST-02159,Customer 2159,9
CUST-02160,Customer 2160,12
CUST-02161,Customer 2161,2
CUST-02162,Customer 2162,10
CUST-02163,Customer 2163,6
CUST-02164,Customer 2164,6
CUST-02165,Customer 2165,10
CUST-02166,Customer 2166,6
CUST-02167,Customer 2167,5
CUST-02168,Customer 2168,4
CUST-02169,Customer 2169,11
CUST-02170,Customer 2170,15
CUST-02171,Customer 2171,6
CUST-02172,Customer 2172,2
CUST-02173,Customer 2173,12
CUST-02174,Customer 2174,15
CUST-02175,Customer 2175,6
CUST-02176,Customer 2176,4
CUST-02177,Customer 2177,13
CUST-02178,Customer 2178,5
CUST-02179,Customer 2179,11
CUST-02180,Customer 2180,18
CUST-02181,Customer 2181,11
CUST-02182,Customer 2182,10
CUST-02183,Customer 2183,10
CUST-02184,Customer 2184,19
CUST-02185,Customer 2185,19
CUST-02186,Customer 2186,15
CUST-02187,Customer 2187,4
CUST-02188,Customer 2188,2
CUST-02189,Customer 2189,18
CUST-02190,Customer 2190,1
CUST-02191,Customer 2191,8
CUST-02192,Customer 2192,3
CUST-02193,Customer 2193,20
CUST-02194,Customer 2194,19
CUST-02195,Customer 2195,9
CUST-02196,Customer 2196,3
CUST-02197,Customer 2197,15
CUST-02198,Customer 2198,3
CUST-02199,Customer 2199,13
CUST-02200,Customer 2200,11
CUST-02201,Customer 2201,17
CUST-02202,Customer 2202,12
CUST-02203,Customer 2203,14
CUST-02204,Customer 2204,12
,Customer 2205,12
CUST-02206,Customer 2206,15
CUST-02207,Customer 2207,3
CUST-02208,Customer 2208,15
CUST-02209,Customer 2209,14
CUST-02210,Customer 2210,10
CUST-02211,Customer 2211,14
CUST-02212,Customer 2212,14
CUST-02213,Customer 2213,19
CUST-02214,Customer 2214,5
CUST-02215,Customer 2215,16
CUST-02216,Customer 2216,17
CUST-02217,Customer 2217,3
CUST-02218,Customer 2218,19
CUST-02219,Customer 2219,3
,Customer 2220,9
CUST-02221,Customer 2221,18
CUST-02222,Customer 2222,19
CUST-02223,Customer 2223,5
CUST-02224,Customer 2224,13
CUST-02225,Customer 2225,16
CUST-02226,Customer 2226,10
CUST-02227,Customer 2227,10
CUST-02228,Customer 2228,15
CUST-02229,Customer 2229,1
CUST-02230,Customer 2230,10
CUST-02231,Customer 2231,16
CUST-02232,Customer 2232,10
CUST-02233,Customer 2233,16
CUST-02234,Customer 2234,8
CUST-02235,Customer 2235,9
CUST-02236,Customer 2236,3
CUST-02237,Customer 2237,12
CUST-02238,Customer 2238,19
CUST-02239,Customer 2239,9
CUST-02240,Customer 2240,16
CUST-02241,Customer 2241,4
CUST-02242,Customer 2242,19
,Customer 2243,9
CUST-02244,Customer 2244,2
CUST-02245,Customer 2245,15
CUST-02246,Customer 2246,5
CUST-02247,Customer 2247,2
CUST-02248,Customer 2248,14
CUST-02249,Customer 2249,12
CUST-02250,Customer 2250,10
CUST-02251,Customer 2251,3
CUST-02252,Customer 2252,6
CUST-02253,Customer 2253,20
CUST-02254,Customer 2254,18
CUST-02255,Customer 2255,11
CUST-02256,Customer 2256,10
CUST-02257,Customer 2257,12
CUST-02258,Customer 2258,19
CUST-02259,Customer 2259,5
,Customer 2260,17
CUST-02261,Customer 2261,16
CUST-02262,Customer 2262,6
CUST-02263,Customer 2263,5
CUST-02264,Customer 2264,7
CUST-02265,Customer 2265,18
CUST-02266,Customer 2266,17
CUST-02267,Customer 2267,18
CUST-02268,Customer 2268,4
CUST-02269,Customer 2269,3
CUST-02270,Customer 2270,5
CUST-02271,Customer 2271,16
CUST-02272,Customer 2272,12
CUST-02273,Customer 2273,15
CUST-02274,Customer 2274,20
CUST-02275,Customer 2275,11
CUST-02276,Customer 2276,10
CUST-02277,Customer 2277,4
CUST-02278,Customer 2278,5
CUST-02279,Customer 2279,10
CUST-02280,Customer 2280,5
CUST-02281,Customer 2281,14
CUST-02282,Customer 2282,4
CUST-02283,Customer 2283,16
CUST-02284,Customer 2284,2
CUST-02285,Customer 2285,2
CUST-02286,Customer 2286,17
CUST-02287,Customer 2287,16
CUST-02288,Customer 2288,9
CUST-02289,Customer 2289,10
CUST-02290,Customer 2290,4
CUST-02291,Customer 2291,20
CUST-02292,Customer 2292,7
CUST-02293,Customer 2293,12
CUST-02294,Customer 2294,5
CUST-02295,Customer 2295,9
CUST-02296,Customer 2296,12
CUST-02297,Customer 2297,17
CUST-02298,Customer 2298,20
CUST-02299,Customer 2299,19
CUST-02300,Customer 2300,19
CUST-02301,Customer 2301,17
CUST-02302,Customer 2302,7
CUST-02303,Customer 2303,6
CUST-02304,Customer 2304,18
,Customer 2305,4
CUST-02306,Customer 2306,17
CUST-02307,Customer 2307,16
CUST-02308,Customer 2308,19
CUST-02309,Customer 2309,4
CUST-02310,Customer 2310,12
CUST-02311,Customer 2311,14
CUST-02312,Customer 2312,8
CUST-02313,Customer 2313,11
CUST-02314,Customer 2314,4
CUST-02315,Customer 2315,16
CUST-02316,Customer 2316,10
CUST-02317,Customer 2317,2
CUST-02318,Customer 2318,16
CUST-02319,Customer 2319,10
CUST-02320,Customer 2320,10
CUST-02321,Customer 2321,15
CUST-02322,Customer 2322,14
CUST-02323,Customer 2323,14
CUST-02324,Customer 2324,3
CUST-02325,Customer 2325,16
CUST-02326,Customer 2326,12
CUST-02327,Customer 2327,16
CUST-02328,Customer 2328,13
CUST-02329,Customer 2329,3
CUST-02330,Customer 2330,13
CUST-02331,Customer 2331,19
CUST-02332,Customer 2332,6
CUST-02333,Customer 2333,7
CUST-02334,Customer 2334,20
CUST-02335,Customer 2335,13
CUST-02336,Customer 2336,14
CUST-02337,Customer 2337,9
CUST-02338,Customer 2338,19
CUST-02339,Customer 2339,13
CUST-02340,Customer 2340,20
CUST-02341,Customer 2341,16
CUST-02342,Customer 2342,5
CUST-02343,Customer 2343,4
CUST-02344,Customer 2344,16
CUST-02345,Customer 2345,5
CUST-02346,Customer 2346,2
CUST-02347,Customer 2347,16
CUST-02348,Customer 2348,6
CUST-02349,Customer 2349,11
CUST-02350,Customer 2350,20
CUST-02351,Customer 2351,3
CUST-02352,Customer 2352,17
CUST-02353,Customer 2353,15
CUST-02354,Customer 2354,16
CUST-02355,Customer 2355,9
CUST-02356,Customer 2356,18
CUST-02357,Customer 2357,2
CUST-02358,Customer 2358,4
CUST-02359,Customer 2359,11
CUST-02360,Customer 2360,15
CUST-02361,Customer 2361,2
CUST-02362,Customer 2362,10
CUST-02363,Customer 2363,6
CUST-02364,Customer 2364,5
CUST-02365,Customer 2365,13
CUST-02366,Customer 2366,4
CUST-02367,Customer 2367,16
CUST-02368,Customer 2368,18
CUST-02369,Customer 2369,16
CUST-02370,Customer 2370,6
CUST-02371,Customer 2371,13
CUST-02372,Customer 2372,19
CUST-02373,Customer 2373,20
CUST-02374,Customer 2374,10
CUST-02375,Customer 2375,1
CUST-02376,Customer 2376,5
CUST-02377,Customer 2377,12
CUST-02378,Customer 2378,19
CUST-02379,Customer 2379,11
CUST-02380,Customer 2380,14
CUST-02381,Customer 2381,12
CUST-02382,Customer 2382,2
CUST-02383,Customer 2383,8
CUST-02384,Customer 2384,10
CUST-02385,Customer 2385,3
CUST-02386,Customer 2386,4
CUST-02387,Customer 2387,1
CUST-02388,Customer 2388,2
CUST-02389,Customer 2389,14
CUST-02390,Customer 2390,14
CUST-02391,Customer 2391,16
CUST-02392,Customer 2392,11
CUST-02393,Customer 2393,13
CUST-02394,Customer 2394,4
CUST-02395,Customer 2395,4
CUST-02396,Customer 2396,7
CUST-02397,Customer 2397,17
CUST-02398,Customer 2398,11
CUST-02399,Customer 2399,10
CUST-02400,Customer 2400,14
CUST-02401,Customer 2401,3
CUST-02402,Customer 2402,18
CUST-02403,Customer 2403,9
CUST-02404,Customer 2404,19
CUST-02405,Customer 2405,8
CUST-02406,Customer 2406,3
CUST-02407,Customer 2407,19
CUST-02408,Customer 2408,11
CUST-02409,Customer 2409,19
CUST-02410,Customer 2410,16
CUST-02411,Customer 2411,12
CUST-02412,Customer 2412,10
CUST-02413,Customer 2413,10
CUST-02414,Customer 2414,18
CUST-02415,Customer 2415,14
CUST-02416,Customer 2416,20
CUST-02417,Customer 2417,18
CUST-02418,Customer 2418,1
CUST-02419,Customer 2419,17
CUST-02420,Customer 2420,19
CUST-02421,Customer 2421,15
CUST-02422,Customer 2422,18
CUST-02423,Customer 2423,14
CUST-02424,Customer 2424,2
CUST-02425,Customer 2425,12
CUST-02426,Customer 2426,8
CUST-02427,Customer 2427,10
CUST-02428,Customer 2428,14
CUST-02429,Customer 2429,3
CUST-02430,Customer 2430,14
CUST-02431,Customer 2431,10
CUST-02432,Customer 2432,9
CUST-02433,Customer 2433,8
CUST-02434,Customer 2434,4
CUST-02435,Customer 2435,1
CUST-02436,Customer 2436,10
CUST-02437,Customer 2437,18
CUST-02438,Customer 2438,14
CUST-02439,Customer 2439,2
CUST-02440,Customer 2440,9
CUST-02441,Customer 2441,9
CUST-02442,Customer 2442,9
CUST-02443,Customer 2443,6
CUST-02444,Customer 2444,2
CUST-02445,Customer 2445,16
CUST-02446,Customer 2446,2
CUST-02447,Customer 2447,3
CUST-02448,Customer 2448,10
CUST-02449,Customer 2449,14
CUST-02450,Customer 2450,3
CUST-02451,Customer 2451,5
CUST-02452,Customer 2452,19
CUST-02453,Customer 2453,4
CUST-02454,Customer 2454,19
CUST-02455,Customer 2455,17
CUST-02456,Customer 2456,3
CUST-02457,Customer 2457,4
CUST-02458,Customer 2458,11
CUST-02459,Customer 2459,19
CUST-02460,Customer 2460,8
CUST-02461,Customer 2461,7
CUST-02462,Customer 2462,6
CUST-02463,Customer 2463,9
CUST-02464,Customer 2464,9
CUST-02465,Customer 2465,2
CUST-02466,Customer 2466,12
CUST-02467,Customer 2467,4
CUST-02468,Customer 2468,14
CUST-02469,Customer 2469,8
CUST-02470,Customer 2470,5
CUST-02471,Customer 2471,12
CUST-02472,Customer 2472,1
CUST-02473,Customer 2473,20
CUST-02474,Customer 2474,2
CUST-02475,Customer 2475,8
CUST-02476,Customer 2476,13
CUST-02477,Customer 2477,12
CUST-02478,Customer 2478,4
CUST-02479,Customer 2479,8
CUST-02480,Customer 2480,13
,Customer 2481,13
CUST-02482,Customer 2482,9
CUST-02483,Customer 2483,8
CUST-02484,Customer 2484,6
CUST-02485,Customer 2485,11
CUST-02486,Customer 2486,14
CUST-02487,Customer 2487,9
CUST-02488,Customer 2488,16
CUST-02489,Customer 2489,14
CUST-02490,Customer 2490,11
CUST-02491,Customer 2491,4
CUST-02492,Customer 2492,9
CUST-02493,Customer 2493,12
CUST-02494,Customer 2494,18
CUST-02495,Customer 2495,15
CUST-02496,Customer 2496,2
CUST-02497,Customer 2497,6
CUST-02498,Customer 2498,5
,Customer 2499,7
CUST-02500,Customer 2500,11
CUST-02501,Customer 2501,4
CUST-02502,Customer 2502,17
CUST-02503,Customer 2503,5
CUST-02504,Customer 2504,14
CUST-02505,Customer 2505,11
CUST-02506,Customer 2506,5
CUST-02507,Customer 2507,19
CUST-02508,Customer 2508,10
CUST-02509,Customer 2509,14
CUST-02510,Customer 2510,13
CUST-02511,Customer 2511,19
CUST-02512,Customer 2512,1
CUST-02513,Customer 2513,20
CUST-02514,Customer 2514,3
CUST-02515,Customer 2515,7
CUST-02516,Customer 2516,6
CUST-02517,Customer 2517,20
CUST-02518,Customer 2518,9
CUST-02519,Customer 2519,12
CUST-02520,Customer 2520,19
CUST-02521,Customer 2521,17
CUST-02522,Customer 2522,15
CUST-02523,Customer 2523,16
CUST-02524,Customer 2524,7
CUST-02525,Customer 2525,9
CUST-02526,Customer 2526,16
CUST-02527,Customer 2527,14
CUST-02528,Customer 2528,20
CUST-02529,Customer 2529,10
CUST-02530,Customer 2530,7
CUST-02531,Customer 2531,14
CUST-02532,Customer 2532,1
CUST-02533,Customer 2533,9
CUST-02534,Customer 2534,15
CUST-02535,Customer 2535,12
CUST-02536,Customer 2536,15
CUST-02537,Customer 2537,16
CUST-02538,Customer 2538,11
CUST-02539,Customer 2539,13
CUST-02540,Customer 2540,13
CUST-02541,Customer 2541,20
CUST-02542,Customer 2542,4
CUST-02543,Customer 2543,2
CUST-02544,Customer 2544,8
CUST-02545,Customer 2545,12
CUST-02546,Customer 2546,20
CUST-02547,Customer 2547,2
,Customer 2548,17
CUST-02549,Customer 2549,10
CUST-02550,Customer 2550,12
CUST-02551,Customer 2551,18
CUST-02552,Customer 2552,6
CUST-02553,Customer 2553,17
CUST-02554,Customer 2554,11
CUST-02555,Customer 2555,5
CUST-02556,Customer 2556,17
CUST-02557,Customer 2557,9
CUST-02558,Customer 2558,2
CUST-02559,Customer 2559,16
CUST-02560,Customer 2560,9
CUST-02561,Customer 2561,14
CUST-02562,Customer 2562,9
CUST-02563,Customer 2563,9
CUST-02564,Customer 2564,14
CUST-02565,Customer 2565,11
CUST-02566,Customer 2566,16
CUST-02567,Customer 2567,5
CUST-02568,Customer 2568,15
CUST-02569,Customer 2569,5
CUST-02570,Customer 2570,6
CUST-02571,Customer 2571,9
CUST-02572,Customer 2572,15
CUST-02573,Customer 2573,16
CUST-02574,Customer 2574,12
CUST-02575,Customer 2575,18
CUST-02576,Customer 2576,16
CUST-02577,Customer 2577,5
CUST-02578,Customer 2578,3
CUST-02579,Customer 2579,10
CUST-02580,Customer 2580,6
CUST-02581,Customer 2581,9
CUST-02582,Customer 2582,19
CUST-02583,Customer 2583,1
CUST-02584,Customer 2584,19
CUST-02585,Customer 2585,3
CUST-02586,Customer 2586,16
CUST-02587,Customer 2587,11
CUST-02588,Customer 2588,4
CUST-02589,Customer 2589,19
CUST-02590,Customer 2590,4
CUST-02591,Customer 2591,5
CUST-02592,Customer 2592,15
CUST-02593,Customer 2593,16
CUST-02594,Customer 2594,9
CUST-02595,Customer 2595,1
CUST-02596,Customer 2596,2
CUST-02597,Customer 2597,15
CUST-02598,Customer 2598,19
CUST-02599,Customer 2599,2
CUST-02600,Customer 2600,10
CUST-02601,Customer 2601,2
CUST-02602,Customer 2602,18
CUST-02603,Customer 2603,13
CUST-02604,Customer 2604,9
CUST-02605,Customer 2605,13
CUST-02606,Customer 2606,7
CUST-02607,Customer 2607,13
CUST-02608,Customer 2608,5
CUST-02609,Customer 2609,16
CUST-02610,Customer 2610,10
CUST-02611,Customer 2611,20
CUST-02612,Customer 2612,4
CUST-02613,Customer 2613,17
CUST-02614,Customer 2614,15
CUST-02615,Customer 2615,16
CUST-02616,Customer 2616,20
CUST-02617,Customer 2617,14
CUST-02618,Customer 2618,20
CUST-02619,Customer 2619,14
CUST-02620,Customer 2620,17
CUST-02621,Customer 2621,15
CUST-02622,Customer 2622,5
CUST-02623,Customer 2623,17
CUST-02624,Customer 2624,17
CUST-02625,Customer 2625,15
CUST-02626,Customer 2626,16
CUST-02627,Customer 2627,5
CUST-02628,Customer 2628,10
CUST-02629,Customer 2629,17
CUST-02630,Customer 2630,19
CUST-02631,Customer 2631,3
CUST-02632,Customer 2632,17
CUST-02633,Customer 2633,14
CUST-02634,Customer 2634,15
CUST-02635,Customer 2635,19
CUST-02636,Customer 2636,12
CUST-02637,Customer 2637,3
CUST-02638,Customer 2638,1
CUST-02639,Customer 2639,15
CUST-02640,Customer 2640,6
CUST-02641,Customer 2641,2
CUST-02642,Customer 2642,10
CUST-02643,Customer 2643,15
CUST-02644,Customer 2644,15
CUST-02645,Customer 2645,9
CUST-02646,Customer 2646,6
CUST-02647,Customer 2647,3
CUST-02648,Customer 2648,20
CUST-02649,Customer 2649,4
CUST-02650,Customer 2650,1
,Customer 2651,4
,Customer 2652,16
CUST-02653,Customer 2653,13
CUST-02654,Customer 2654,20
CUST-02655,Customer 2655,10
CUST-02656,Customer 2656,20
CUST-02657,Customer 2657,13
CUST-02658,Customer 2658,3
CUST-02659,Customer 2659,1
CUST-02660,Customer 2660,1
CUST-02661,Customer 2661,7
CUST-02662,Customer 2662,7
CUST-02663,Customer 2663,5
CUST-02664,Customer 2664,14
CUST-02665,Customer 2665,18
CUST-02666,Customer 2666,10
CUST-02667,Customer 2667,5
CUST-02668,Customer 2668,1
CUST-02669,Customer 2669,5
CUST-02670,Customer 2670,15
CUST-02671,Customer 2671,16
,Customer 2672,15
CUST-02673,Customer 2673,7
CUST-02674,Customer 2674,13
CUST-02675,Customer 2675,1
CUST-02676,Customer 2676,14
CUST-02677,Customer 2677,16
CUST-02678,Customer 2678,20
CUST-02679,Customer 2679,10
CUST-02680,Customer 2680,13
CUST-02681,Customer 2681,19
CUST-02682,Customer 2682,16
CUST-02683,Customer 2683,2
CUST-02684,Customer 2684,14
CUST-02685,Customer 2685,18
CUST-02686,Customer 2686,14
CUST-02687,Customer 2687,4
CUST-02688,Customer 2688,12
CUST-02689,Customer 2689,14
CUST-02690,Customer 2690,10
CUST-02691,Customer 2691,16
CUST-02692,Customer 2692,8
CUST-02693,Customer 2693,19
CUST-02694,Customer 2694,11
CUST-02695,Customer 2695,15
CUST-02696,Customer 2696,10
CUST-02697,Customer 2697,13
CUST-02698,Customer 2698,12
CUST-02699,Customer 2699,6
CUST-02700,Customer 2700,10
CUST-02701,Customer 2701,3
CUST-02702,Customer 2702,5
CUST-02703,Customer 2703,6
CUST-02704,Customer 2704,4
